time TIMESTAMP,macaddr DEV_ADDR,uint8 ATYPE,int8 RSSI
2019-09-25T10:26:52.571,6d:73:5a:f3:7b:98,0,-42
2019-09-25T10:26:52.675,6d:73:5a:f3:7b:98,0,-43
2019-09-25T10:26:52.782,6d:73:5a:f3:7b:98,0,-45
2019-09-25T10:26:52.882,6d:73:5a:f3:7b:98,0,-43
2019-09-25T10:26:52.991,6d:73:5a:f3:7b:98,0,-43
2019-09-25T10:26:53.090,6d:73:5a:f3:7b:98,0,-44
2019-09-25T10:26:53.200,6d:73:5a:f3:7b:98,0,-43
2019-09-25T10:26:53.308,6d:73:5a:f3:7b:98,0,-43
2019-09-25T10:26:53.417,6d:73:5a:f3:7b:98,0,-43
2019-09-25T10:26:53.528,6d:73:5a:f3:7b:98,0,-42
2019-09-25T10:26:53.630,6d:73:5a:f3:7b:98,0,-44
2019-09-25T10:26:53.741,6d:73:5a:f3:7b:98,0,-42
2019-09-25T10:26:53.847,6d:73:5a:f3:7b:98,0,-43
2019-09-25T10:26:54.055,6d:73:5a:f3:7b:98,0,-43
2019-09-25T10:26:54.162,6d:73:5a:f3:7b:98,0,-43
2019-09-25T10:26:54.268,6d:73:5a:f3:7b:98,0,-43
2019-09-25T10:26:54.377,6d:73:5a:f3:7b:98,0,-44
2019-09-25T10:26:54.482,6d:73:5a:f3:7b:98,0,-43
2019-09-25T10:26:54.582,6d:73:5a:f3:7b:98,0,-43
2019-09-25T10:26:54.688,6d:73:5a:f3:7b:98,0,-43
2019-09-25T10:26:54.797,6d:73:5a:f3:7b:98,0,-44
2019-09-25T10:26:54.905,6d:73:5a:f3:7b:98,0,-42
2019-09-25T10:26:55.014,6d:73:5a:f3:7b:98,0,-43
2019-09-25T10:26:55.222,6d:73:5a:f3:7b:98,0,-43
2019-09-25T10:26:55.327,6d:73:5a:f3:7b:98,0,-43
2019-09-25T10:26:55.426,6d:73:5a:f3:7b:98,0,-43
2019-09-25T10:26:55.527,6d:73:5a:f3:7b:98,0,-44
2019-09-25T10:26:55.632,6d:73:5a:f3:7b:98,0,-42
2019-09-25T10:26:55.734,6d:73:5a:f3:7b:98,0,-44
2019-09-25T10:26:55.840,6d:73:5a:f3:7b:98,0,-38
2019-09-25T10:26:55.941,6d:73:5a:f3:7b:98,0,-44
2019-09-25T10:26:56.042,6d:73:5a:f3:7b:98,0,-44
2019-09-25T10:26:56.147,6d:73:5a:f3:7b:98,0,-44
2019-09-25T10:26:56.252,6d:73:5a:f3:7b:98,0,-44
2019-09-25T10:26:56.357,6d:73:5a:f3:7b:98,0,-44
2019-09-25T10:26:56.465,6d:73:5a:f3:7b:98,0,-43
2019-09-25T10:26:56.565,6d:73:5a:f3:7b:98,0,-44
2019-09-25T10:26:56.667,6d:73:5a:f3:7b:98,0,-43
