uint32 SIZE,uint32 SF,uint32 BAD_WIDTH,uint32 CODE_RATE,uint64 TIMESTAMP,string PHY_PAYLOAD
68,7,125,5,1504822027,40D12B0126007247019031E95F18932FE18B7F1FC4CB2EB4121C1950624E87F3CB6A
68,7,125,5,1504822095,40D12B01260073470185BA9F5DC338579AD2F49C16749660271D30580AD128C4819A
68,7,125,5,1504822231,40D12B01260075470173BF466836B9BB44E0738B35FB5771C40A707D6F529CCAE8F8
68,7,125,5,1504822367,40D12B012600774701BF16A4EEEEB8BA55E92B404F3BB15E1C032BA15F31E07B40B3
68,7,125,5,1504822571,40D12B0126007A470124476D381FEA0E8599E13442E9CAC0AA2730615FCFEF09C89A
68,7,125,5,1504822707,40D12B0126007C47011EBADC44540274758E04DB29872723B23EFC76B3E0B6CC60AE
68,7,125,5,1504822775,40D12B0126007D4701EE11245B9D010E7681A19CBD990470452FE13C42132969EC60
68,7,125,5,1504822911,40D12B0126007F4701F08D1B504FDB7406388DBB97F67B4F8F5204C66A7B0200C718
68,7,125,5,1504822979,40D12B01260080470130669F43E2D93380A1F16AC536DC298178B4FA5BC426D0F565
68,7,125,5,1504823047,40D12B012600814701E6262C6707DDC4B2DDE810A6931ABA01B17846B875D4C7CF02
68,7,125,5,1504823183,40D12B01260083470153878EE2DA427DBD17D60D2E043FA3566D4EEA73978D37FCD7
68,7,125,5,1504823251,40D12B0126008447012F5960EF20E8DA08CFB26CB277AC28D9261648526E07DE891B
68,7,125,5,1504823387,40D12B012600864701779341E8E8B4915ACBA51627165E45B233880429FC5E0E61C0
68,7,125,5,1504823455,40D12B0126008747017BFD33600E35A1798C58179899E93E4D91EC4376BBACCC9AF1
68,7,125,5,1504823523,40D12B0126008847015BD830403178D2F059D69A40DC437551252B1B53843258C81C
68,7,125,5,1504823591,40D12B0126008947019C416961040D7D20F6B699FEC58577D811516DF0212E685430
68,7,125,5,1504823659,40D12B0126008A4701B2D3023D4252ACEBC3922AEB51A4A7C2D85B00C168C6389DF3
68,7,125,5,1504823727,40D12B0126008B4701C412D5B2FEE1C3B7AA6E13BE91C81D683365005866E320F729
68,7,125,5,1504823863,40D12B0126008D47019381177B5288350FC4DFB95E4D47051380170FEA2595D0B002
68,7,125,5,1504824067,40D12B012600904701C247FBF1ADE693BBA55E6D35D976A372A19BFC23018405A74A
68,7,125,5,1504824135,40D12B0126009147012F762A6DEDA45A1C4862DCF4B4CFFF733901EA903226F37090
68,7,125,5,1504824271,40D12B0126009347010BD86CEA3F0BE79DC21EB72E6D1882BAF50EC07809723C0ED7
68,7,125,5,1504824339,40D12B0126009447013D98A2BE46D929C499D062994ED22955B09002902B19FB5702
68,7,125,5,1504824406,40D12B012600954701E6AA450B8D0E1F059D370CBB1F43C1B271236358F873879E4A
68,7,125,5,1504824474,40D12B012600964701EA482F3C012A99C779247778C7C5A473DA377C35E4233C28B0
68,7,125,5,1504824542,40D12B012600974701FCD1C392A4E1FC30914965B2882D7439668F12CB44615AF27C
68,7,125,5,1504824610,40D12B01260098470109CF9A0D705A0BF92D933488E961A4D0FC8EFCB14621D83023
68,7,125,5,1504824678,40D12B0126009947012D861D542AB48B80FCF7BE9A03A104E8B015E7E69A4C67D9CD
68,7,125,5,1504824746,40D12B0126009A47016C350411912E9AB18226EE251053E334302B461D8A0BD09C81
68,7,125,5,1504824950,40D12B0126009D47019FDC49C6688552353009C522216C8A3EF4496B83128BF6761A
68,7,125,5,1504825018,40D12B0126009E4701659EABA2234B0C35CA69BB6B3B7ABBC79E96B731B8626B2AA5
68,7,125,5,1504825154,40D12B012600A0470151ABAB00A28507956F28C35D8A6F10C62D78F668D687385C94
68,7,125,5,1504825222,40D12B012600A14701EC7E9C50E5F58D34E3B14C8D94F8B9D9A981680C31856B1024
68,7,125,5,1504825290,40D12B012600A24701BF54F397CC2475893FB01D211053FC70D2DB42C9B21708E95D
68,7,125,5,1504825358,40D12B012600A34701B1D7678B1C88302036FAE6554626B92A0BD9F086A717E2FEFB
68,7,125,5,1504825494,40D12B012600A54701B305FA5B7BE90D9926C6B1738BF0C4DCA4A48CAFE36C4D7F9B
68,7,125,5,1504825562,40D12B012600A64701056BFB0A4F061ABB84974E1625F8C8A5B14FF0CBFB41FE984A
68,7,125,5,1504825630,40D12B012600A74701D48CB17F1041353C8E90C9DCB1CDD234A17085BEACDA53CFDC
68,7,125,5,1504825698,40D12B012600A8470166A4C882434FB45A460FDC911A03CCC6176745DF226A0AB002
68,7,125,5,1504825766,40D12B012600A947019E6C13FAA6E86BBD6C1D92A8483DAFF2B0CD8B5F3E0BE2D00D
68,7,125,5,1504825834,40D12B012600AA47011AD10F1B328749DDB6BF2C45DE314D23253D89D52CD77F62EB
68,7,125,5,1504826038,40D12B012600AD470186C55E731648850C171BF253E0FE11BEAF084144094F6EBF08
68,7,125,5,1504826174,40D12B012600AF470157997986FA986DE23A8E3B5902E39592A6CE542C8DC0753E57
68,7,125,5,1504826242,40D12B012600B04701E583B348AB7E144236DCFBD0D501CBEBF408E711113C904DC4
68,7,125,5,1504826310,40D12B012600B147010892F66BA5FF42F33BC7654E1AF8BCA78D050002F24B52AC81
68,7,125,5,1504826378,40D12B012600B24701A335B1F6933758EA62B5FFF9E6AABEE0F66B310FC32960AB1C
68,7,125,5,1504826446,40D12B012600B3470133F622A6B0E3907DFFCB1F7B6D1E11F3E11588CF2729A0BC78
68,7,125,5,1504826514,40D12B012600B447011A86DEE5A680BD9A00FB5FBDE829925FC1CCC3101D61246CBF
68,7,125,5,1504826582,40D12B012600B547010334EBDFABD587DD2BA0A3EBAF1111E8EFB0AFB05BF5845834
68,7,125,5,1504826650,40D12B012600B6470149D2FB5981F877C0210C2D646C0CDF54C8C99BAFF7D8737967
68,7,125,5,1504826718,40D12B012600B74701597C6494F7C59B26463D862F68938089AD2C8CF542EF20D6FD
68,7,125,5,1504826786,40D12B012600B847012CD5E30FDEB3134F2C671AAC2EC6991189688C4A17E32D8118
68,7,125,5,1504826990,40D12B012600BB4701A4B0C3669DCF260D0F4D888901BA10BB99CE62B40193D4BCF9
68,7,125,5,1504827262,40D12B012600BF4701BD8DB11BECBAF635060C6170453782568D5DE6CB1361009415
68,7,125,5,1504827398,40D12B012600C1470108EC7E05EEF9E9C9469659EE0BE8E6896D696F2EA84913E203
68,7,125,5,1504827466,40D12B012600C247010FB531B1C7C302A01E2CD6A87D57B3AB9ADD4222A5B37AA720
68,7,125,5,1504827602,40D12B012600C447018B28AF3FCFD519295A229DC0715BB3FF13D2FF0FDC11B20214
68,7,125,5,1504827670,40D12B012600C54701A981AF109351DCFBA148F4C45D5AFB23D68E079A7ED65BC972
68,7,125,5,1504827738,40D12B012600C6470170BDA9BCCD3C306E79A9425BB93ED6C3719CC4338E999870A9
68,7,125,5,1504827874,40D12B012600C8470145AEA25EA1CB4256BAB51A971E81B159676A1AB7A97F063B8E
68,7,125,5,1504827942,40D12B012600C94701CCCB16FA157C77818FBE1F1BB670024182138D0C5E760B443B
68,7,125,5,1504828010,40D12B012600CA47010479A87D5CE9F57FC6F85078A7F477639568C8EC841271CCE4
68,7,125,5,1504828078,40D12B012600CB4701D9F32DF2F12601B39C53663BD9C57FD803A67438B0AD0305B8
68,7,125,5,1504828418,40D12B012600D047013D7A3EFC473608CE8B0CD544BC2D3E11E994171E90F50AFE99
68,7,125,5,1504828486,40D12B012600D14701FD264590F591AAC4FC86E69A0DA503BD538B788063449C3DDA
68,7,125,5,1504828554,40D12B012600D247013DE1B02AAEFC1DD5C4DFE72EDA66D0E26CDD5E9F7F6EAF66BD
68,7,125,5,1504828690,40D12B012600D44701A5EF67036961D37415A104499FE7D4D4F94BF174F109EB89D6
68,7,125,5,1504828826,40D12B012600D6470156CA3663AC48CB5C5C253EA557A7EC08957C7F62DBC3002FB8
68,7,125,5,1504828894,40D12B012600D74701740B5A68145782C3AB94972AB8772CE3BEE96078710CCF117F
68,7,125,5,1504828962,40D12B012600D84701489F1F31E465B1BC8A1C03F257909F4191E825454DA37394DC
68,7,125,5,1504829030,40D12B012600D94701E00FDF8241040FC0320DF08F55F11382633CE004879B7BD55C
68,7,125,5,1504829098,40D12B012600DA4701377EC5B2A3C4F517123CA7BB3127E73D67CF9D99E12403E435
68,7,125,5,1504829166,40D12B012600DB4701B60DAECC5A21CAA224E0ADFD316DB82C6D97C569ECCA77AD03
68,7,125,5,1504829234,40D12B012600DC47017C195437530B703562D3BFF416AB1ADDB687FE7C9FA958E9D7
68,7,125,5,1504829506,40D12B012600E04701BF14798B3354B5CB0DF2A43ACCED96D773331E2C8C7C73505D
68,7,125,5,1504829642,40D12B012600E2470127F7E33F2F2626B8BD4EBAB0BC863FC0E346C345C25528DED9
68,7,125,5,1504829778,40D12B012600E44701F644B476CC1485931D9512FEB7C23C962D72328D91CEF13B8B
68,7,125,5,1504829914,40D12B012600E647016BC0EB9DA847445DD16EDE4350A0DB70A6CA6BEA2ECEAA6542
68,7,125,5,1504829982,40D12B012600E74701FD6E78DEB136E8ADF94486A0FDADBFEA0F6074D20F41ADE996
68,7,125,5,1504830050,40D12B012600E847015701153124C1E2350A3F36C5B2010DB07FC7C063398DE99D07
68,7,125,5,1504830118,40D12B012600E94701FDEC69BF0E65E20495722CAFA86ECFA7F8E133765473C77FC2
68,7,125,5,1504830186,40D12B012600EA4701F9ABD9202849AC12D0A62BB9F1D6D9F998B90EFF6B33B08423
68,7,125,5,1504830254,40D12B012600EB47019C925460282E037044C44DD6EF4C8460D4A9039B8E73B16484
68,7,125,5,1504830322,40D12B012600EC4701B87A879C5D3F7C6AEC3BCDE055542C5C0A53E6016C74670F0E
68,7,125,5,1504830390,40D12B012600ED47013B31182B9DB4D365604D7713612649D7911324E69EEC870D29
68,7,125,5,1504830458,40D12B012600EE47010209C12D23C7397DD198499E0FC74DAF9575E33461D7483433
68,7,125,5,1504830526,40D12B012600EF4701DA88AEC21997228E5BA6230692695C64215A21BAF01BEA1D0E
68,7,125,5,1504830730,40D12B012600F247016151CC16DFA32089BE3FA5E884FDEA1D820726E33B50CC0243
68,7,125,5,1504830934,40D12B012600F54701B2E7997A5C08B5578969F4BBEDA0A031C24F2EDE2B5BA6FB02
68,7,125,5,1504831002,40D12B012600F6470117162D5FF023D4A486FFFAFA02033EC83A6070C85EF9E3808D
68,7,125,5,1504831070,40D12B012600F74701B6456AF11CB95C679EDC6CF0D8FE7445E87505CCD190EA3694
68,7,125,5,1504831138,40D12B012600F84701FEE10EA8B1D22027A7277AE45C77244692E2F9EA6E86BE51CB
68,7,125,5,1504831342,40D12B012600FB4701AE600CFE05F6145DDE605764553A4C3706A901B98C973D0F7A
68,7,125,5,1504831410,40D12B012600FC47016F76C6A8EB9AE071C63C2849EA6A72FA56C829AB84274D6682
68,7,125,5,1504831478,40D12B012600FD4701063419E19F826B3223126B184F41A899B7E14E5142CF491E79
68,7,125,5,1504831614,40D12B012600FF4701FB3ECB145B097DC371F204E0EA89AB917CDA75BDA2E40836A7
68,7,125,5,1504831682,40D12B0126000048012563515CF7FA1B5C3562DF397DCA83801BDAAA632C956B17D8
68,7,125,5,1504831750,40D12B012600014801B1B7C2DB65F40CCEB4EE7BF9B3C5B3D4475D633C8EA8E8E8A8
68,7,125,5,1504831818,40D12B012600024801C51DED87AE7D394AD07305E709877790209A6A8B4C15DFD649
68,7,125,5,1504831886,40D12B0126000348014CFC23A1472C818497A6D77668388E7C733731F9FE00DFB4CC
68,7,125,5,1504831954,40D12B012600044801244C280B2DF5359EF2FEAD1E9CC80B7F1D3559324199873DC4
68,7,125,5,1504832022,40D12B0126000548013CD28205C212327D145461326EE81BB034F8C15F7025504FBF
68,7,125,5,1504832362,40D12B0126000A4801808BFAC75B8E5A4A72A76B2EED55A7ABB92B164771F6728129
68,7,125,5,1504832430,40D12B0126000B4801EABA77337B3865D6B92C264EAF65467C1A23A67BBF0B1551B1
68,7,125,5,1504832498,40D12B0126000C480100C19454F351776802B545C4C95BA147E896E87593ABD1FA96
68,7,125,5,1504832634,40D12B0126000E4801D807A5FA007D53868E8DBBAF03A8E68CB86ABFB78CD73F6FAD
68,7,125,5,1504832702,40D12B0126000F480150386E77EFECED9DB74EC63ECA7D257D6D8A9A51E89B2E46AE
68,7,125,5,1504832770,40D12B0126001048013FA4CC02EF077822364B409475C28237B9AEB099E9D00D90BE
68,7,125,5,1504832906,40D12B0126001248016427DA9B2EA7A0E6B76D2B7840AEC4E8B5A98291BB85188AB5
68,7,125,5,1504833110,40D12B0126001548019104B3DB9DF77F522AA9A726DF75AAA4B03174E973D26444F5
68,7,125,5,1504833178,40D12B0126001648012DC8E50A12CAA5D3BD61A01810BB9D19ACFB0B24F069475C9E
68,7,125,5,1504833246,40D12B012600174801EFA52955E5F0C5BB3EBBE7C10DB19E57D5EDDB4A35634CC7A0
68,7,125,5,1504833314,40D12B01260018480173D7AC90AEECF77B75AFF460E61E3F109F8AF5C0FF93C985A6
68,7,125,5,1504833450,40D12B0126001A48013E459C6269E0BA1FC817CA1B9CA192C32547C65843B589ACB2
68,7,125,5,1504833518,40D12B0126001B48014024A6BB3320B758DB1FD3CC6D57BCCB26A6AA4CC169AF0F72
68,7,125,5,1504833586,40D12B0126001C480111C7714885C9C55A48AAC2DF9A2D2B81E0BBFE1C9F94505F8D
68,7,125,5,1504833654,40D12B0126001D48017F07728FD40A7A3A8C5CE9ABDE48976609D6E80715992B67C5
68,7,125,5,1504833722,40D12B0126001E48010405AA9E43BB3E5D8D1E1D2E7455247ECE6C99A6BC964F45B0
68,7,125,5,1504833790,40D12B0126001F4801498057EB583CFFCAF742EE20FB661B75BD3EACEF15F19E5663
68,7,125,5,1504833858,40D12B012600204801A27976B670C162064270C0A795A45DF6F1BAFA08C3D9C1D082
68,7,125,5,1504833926,40D12B0126002148012074611F59D2F8B83B6CEA9C4489E7997845E7425CE49A39BB
68,7,125,5,1504834062,40D12B01260023480153CB312C9055F7825BAA1073E4EB6302AF9DA9F16C88D9AC86
68,7,125,5,1504834130,40D12B01260024480132E07016924E557CDA37202BD8C023A14B0B5654992922C8C8
68,7,125,5,1504834334,40D12B012600274801A39C0EAABFB1DF55CB3A95E25CC100532646DC8E25E58211D4
68,7,125,5,1504834402,40D12B012600284801D2BD18F7C9F4173EC71BDA7D493CA7195BEE3179907B31B439
68,7,125,5,1504834470,40D12B01260029480174BF6D242B75C21C2EFFA43F1829305C68976F52D75F2BB96F
68,7,125,5,1504834538,40D12B0126002A4801E6B262AA438C1686CE177D57E48ED956811C219AB37AE26302
68,7,125,5,1504834742,40D12B0126002D480190A053F1D58E8390B3EC86D471714271CAEFC2929B94ABB4EE
68,7,125,5,1504834810,40D12B0126002E4801C84A7CFDDAC0C539C4FE0DABA1EFB7AA94E1954DCF89FEF9B4
68,7,125,5,1504834878,40D12B0126002F48014FEFE88298706181D32F74A675D832DFEE445AC30054938814
68,7,125,5,1504835082,40D12B012600324801CE0ED85B4803746AB8275F884942D5F181618CDD09FF5E4432
68,7,125,5,1504835218,40D12B012600344801D169CA369DBFF0A4296490DF24EDB3C7D91BBC6B4C1480DB4E
68,7,125,5,1504835286,40D12B01260035480160BAC67F62E327CAFCFF0A326D3D8D7EFC2595EF9FDCC4C2D2
68,7,125,5,1504835354,40D12B0126003648015B8DAFEB44B92C336A45A25B3CD95FE12BCA08F5560632D144
68,7,125,5,1504835422,40D12B0126003748012D91A0A72FC81E05E775C70E1E471759479CF67E60CCCAA9B2
68,7,125,5,1504835490,40D12B0126003848015121FEF6118DE03F6CBDFCD996F34C6BA619BE00CC53B953BA
68,7,125,5,1504835558,40D12B012600394801B758D2D485403E57050D60504287B43BAE20DB516B5C455E77
68,7,125,5,1504835626,40D12B0126003A48017801F9A8A73AE39AC396F37EF68866AABD50BDC95E5333BA8B
68,7,125,5,1504835694,40D12B0126003B4801D9C27A0271C1DDB7336EADB6F09A59ECF1C3C60A428F6928C1
68,7,125,5,1504835830,40D12B0126003D48010BC0BC544D5EF6512043DAC0A8D891514C7F6582E180EBFC5F
68,7,125,5,1504835966,40D12B0126003F4801F19CD5987DAAAB7971E6A996DF7AD42AA5CFD565C3014DD823
68,7,125,5,1504836034,40D12B0126004048011F212AA3EF4CF51FB185F9A62CD84CB71CFA5EA6F61C88CEFA
68,7,125,5,1504836102,40D12B0126004148018BBE3B0106513348107015428EB48FB9DE40A8930B1641229B
68,7,125,5,1504836306,40D12B0126004448011FC7BD61A700A24B1E0249606A7EE4B9A62B50874B732BF1CA
68,7,125,5,1504836374,40D12B012600454801BD93D511BCD80E278CF84A2D9F1C60903ACC57A08107E48B29
68,7,125,5,1504836510,40D12B0126004748013F682686FA7901ACDD7CF212EC506E7D6B4F4C11F85B3520EB
68,7,125,5,1504836578,40D12B012600484801AD0DEA0BA24359DA411BDC633A35E60BFBDD9F1858D082F2E5
68,7,125,5,1504836646,40D12B012600494801DC0A07395BC3D56AC58560A0C9D0DC881AAFCCAEA6D5A52677
68,7,125,5,1504836782,40D12B0126004B4801A0736FB4599FDD6079B69D44850F956716E72648C6142C5D43
68,7,125,5,1504836850,40D12B0126004C4801E0ECE5AC31ABB37D588D659DFE0499C16542EA72BD9C5B77F8
68,7,125,5,1504836918,40D12B0126004D4801EF2A09AFA94BAB86F35F74AF3AEEC142DDFCEADDD3E08066A9
68,7,125,5,1504836986,40D12B0126004E48012C1EB37E3D9AACE75C4C5B871D65B7AE5FED8732B11CA6D9B4
68,7,125,5,1504837122,40D12B012600504801E533D246BB48F10BC40F44456A8E9E4FC07C0BE8559A7CEBBD
68,7,125,5,1504837190,40D12B012600514801CA2E89FB518FFB50F387AE50D3DF5D08B737E50A8624D19151
68,7,125,5,1504837258,40D12B0126005248011BC7D69803F7EEB1E22631522A3155A29C37459F816CC4D777
68,7,125,5,1504837325,40D12B01260053480120E7C18BD6B78BE224F25FAFA170200FA98207A169BD4524E0
68,7,125,5,1504837461,40D12B012600554801D46FFF79F4AF2C9ED0332B015CBA743A3131EC7E66F45281B5
68,7,125,5,1504837529,40D12B012600564801A8DAD8A37A446B8BB577FEB7EC50C9C83A8660FE5E85726215
68,7,125,5,1504837597,40D12B012600574801E879A6E5687D7D7372067F7420BC56800BB48D0F3B7740E1A3
68,7,125,5,1504837665,40D12B012600584801D63EA704F02EA3D4D3F1C9F7049EA99E39E89B1B57DFBFD2C3
68,7,125,5,1504837733,40D12B0126005948014DF63987771F99693820DC5552A0BDE3A34C43757733146662
68,7,125,5,1504837869,40D12B0126005B4801F7CBF26FBD319C61E7BB4FB94761795F680A57BF48230EDF1B
68,7,125,5,1504838005,40D12B0126005D4801CE91D65729724669DC3F29A14FEF9BA45F2825142332084F94
68,7,125,5,1504838073,40D12B0126005E48018D9A0E75A76D4945D0CC882EC4F764E249CD5144FE95C90A26
68,7,125,5,1504838141,40D12B0126005F4801E05F47CDD2E7618FCFC154DA2D698E44E932F411532C578C81
68,7,125,5,1504838209,40D12B012600604801247118557EE3C4EB9A48A458903E3303B80003B2EA0D048B04
68,7,125,5,1504838345,40D12B012600624801D9EE656A5E914259373B4AD0BFF0B445C52546BCF05BD49269
68,7,125,5,1504838413,40D12B012600634801E1ADA2174FA76B8BAF17EE5917F899BF6FADB6158DBD41E0A3
68,7,125,5,1504838549,40D12B012600654801263681BF344E762561CDD8094AC47025DE675800334F9AD74A
68,7,125,5,1504838821,40D12B01260069480133A619FF9009AD00577DC0C30BC3366B5C5D165A099F1FFC7E
68,7,125,5,1504838889,40D12B0126006A480152BAF058C730617C78CFDFE025AAFF6246EE4113335090E36A
68,7,125,5,1504839093,40D12B0126006D4801B90A748D8F96563B10A5972126D7C4B0921E1A2F12FF3C9AC5
68,7,125,5,1504839161,40D12B0126006E4801771830CB65B621D1FE990038B94D31C4F6010D88092BEAED40
68,7,125,5,1504839229,40D12B0126006F48015967989D7C23218270EFBE8AEBE9CB408722409E7D4ED2EF80
68,7,125,5,1504839297,40D12B012600704801078F9183F1C6F566374E307AD65B420DD7DEB33249F46DA27B
68,7,125,5,1504839365,40D12B0126007148015AA558A06544FE0813B2A020F3BBDB087007EEAC89D322C8B7
68,7,125,5,1504839569,40D12B0126007448011C622D8454CF3191A7208BB9F2FF8D7562FA476EF904D4D9A7
68,7,125,5,1504839637,40D12B012600754801EC604A78489DF48B9AFD7B90CF7D79385BBF01E6EE1F6A4A52
68,7,125,5,1504839841,40D12B012600784801253C7E34E608025534DB4A819021C889313D8BE6B88B3090E2
68,7,125,5,1504839977,40D12B0126007A480168DB18DEDDD110FFE016E6C36BF7C0CF7D50F6EC5B74155D00
68,7,125,5,1504840045,40D12B0126007B4801E5F4D1F81FCC9321D34C672788780C4D08CA9AF5D6161DBD06
68,7,125,5,1504840113,40D12B0126007C48017D6B1ECCF267580CE7E5B4EC2DF30972573B5CA37C221E4011
68,7,125,5,1504840249,40D12B0126007E48010746AE412EF1CF5273D2DE55806AF4E6507F7A889E531863C6
68,7,125,5,1504840317,40D12B0126007F4801A23FAAEF704E8F3024C67AA38C030D746AC1A2358E49A0079D
68,7,125,5,1504840385,40D12B012600804801F6DA025A21E57213124A58EE356548BC91495F594381521333
68,7,125,5,1504840453,40D12B01260081480153521443672C1D9577B7A6055D52E7BC56BF1314CBBCB28359
68,7,125,5,1504840521,40D12B012600824801668EB20910085DA6D71A8732513960829468950F5B74FF0DF0
68,7,125,5,1504840589,40D12B012600834801C0CBB2A28AA00CB25A64416E403A60926E7313B872074F953D
68,7,125,5,1504840657,40D12B012600844801BB14CC2F54283EBBF29335AF2EC3E7C794BD3DE019D9394B3B
68,7,125,5,1504840725,40D12B012600854801767A3D2B0B5AA98B0B1B0BC7B84C644FF50ABB824D694F0127
68,7,125,5,1504840793,40D12B0126008648016C1734CF4CE19B0D1824FD5F9C87EDF1E7627D8D43E2D1C056
68,7,125,5,1504840861,40D12B0126008748013D47CBE22DBB2990D2A6A73A3118B4EE3F6F6D7EA04C069D34
68,7,125,5,1504841065,40D12B0126008A48013EA9A031202BE93386496E636FC7B29E2CAD15898CC7DCA8BF
68,7,125,5,1504841133,40D12B0126008B4801A3E7061C8C660A26C0004B0BA18132D729A59971B07997CFF2
68,7,125,5,1504841201,40D12B0126008C4801EC2799546D25DC169061A9BEE618F544D5C6B9CD6E32D06FB3
68,7,125,5,1504841269,40D12B0126008D4801C48CD1294662B483E7EE7B2CDAD432605F1676768D2C92C0CC
68,7,125,5,1504841337,40D12B0126008E480193365767B19A871ED63842F2311E07579345641CDB65526DD6
68,7,125,5,1504841405,40D12B0126008F4801774D0F51EC92141C5A7AC147FC2446A79F9A4E8389CFF6F80A
68,7,125,5,1504841473,40D12B012600904801053E3216D7219A147E2E018D98A108E7086AE93D66B4215A00
68,7,125,5,1504841541,40D12B0126009148018A8D1311C00753240B5151A5B8703F540441462810E03FED79
68,7,125,5,1504841609,40D12B0126009248015E12ABB72300F266D68418152A8394495E253455F0DAC5EAA0
68,7,125,5,1504841745,40D12B012600944801EEB3DDA075A329B53AE88F598E9C23285A693D39AEB0EE5791
68,7,125,5,1504841813,40D12B0126009548015F74F877968423039BC6F26DF2425A7207BBF4590E365ABF1A
68,7,125,5,1504841881,40D12B012600964801596583241C0E1AAA496AD858D739B49A91E05CE6EF5186C920
68,7,125,5,1504841949,40D12B012600974801FBCB2F7B4E57B1D6272FDD0B0EAC716A21D3C635198C438F2E
68,7,125,5,1504842017,40D12B012600984801DD89777EC4A08B30E8E3367D5722D9A1FF5FD62383D5D6FED2
68,7,125,5,1504842085,40D12B012600994801C541D324A31015222C0D409C07302A5DA60EE9FE06E81252FF
68,7,125,5,1504842153,40D12B0126009A48019A037808E2D9070CC16F716AC1D4329B8ED6EB150898A29D14
68,7,125,5,1504842289,40D12B0126009C4801D74CE1D9F6F22C43444245547A607FFEB431F4839A8F3EA277
68,7,125,5,1504842493,40D12B0126009F4801E3E56F4AEAC01B0F8A1DEF8872A52136A8D7CFB6CB85FE1AF6
68,7,125,5,1504842561,40D12B012600A04801DE2D2194C000164E5EAE4C0311DB114F84084BAA6BAE55E76D
68,7,125,5,1504842629,40D12B012600A14801A67411713318C77F26AC5ECF67E4BC541B048CFC56117C0FA7
68,7,125,5,1504842765,40D12B012600A34801DF380ECBD498E253399A69A58C0CFFB1EF390F81D3FA3983E5
68,7,125,5,1504842833,40D12B012600A448018E952C20FCF0343D481B2760C9104CFE7CD37BB946E9AACDC3
68,7,125,5,1504842901,40D12B012600A54801996D2A3DCCA391E29EA06C9DB4BAB4CFAB489294E13A1F11B6
68,7,125,5,1504843037,40D12B012600A74801EDF0E7DF9CB98FAE2433EFEE5073CCDE1867BD49BF06B5AC41
68,7,125,5,1504843105,40D12B012600A84801ACA1423996C37D9776C40C11216CCC7AF3329C049CE6B6C9B1
68,7,125,5,1504843173,40D12B012600A948011C3D60B4E3C4E2ADB17A233AF9842E1D3A48AA1DAEF2CE3DF9
68,7,125,5,1504843241,40D12B012600AA48017D1BEAB48488E49DA4AFFEC084B68D7DD73A6B5A914A1A0C4D
68,7,125,5,1504843309,40D12B012600AB4801C1190A0DE6D91CBD8A3B8E1D9ADAADDC2407A6FF03CB912ABA
68,7,125,5,1504843513,40D12B012600AE4801B3A1CF2BA4BD7DF2E0B29301430E34E473CC52B9754CB2BA60
68,7,125,5,1504843581,40D12B012600AF4801FE8317C8D30F1A8AF98657E7A5EECCDC3A75E20FB1B7DEED5E
68,7,125,5,1504843649,40D12B012600B04801C633C3611FE90E3F9A3D728BB1DB9BAF6BC9D64F77CF717B09
68,7,125,5,1504843853,40D12B012600B348018E0F81A4A5385E320E0C9861D40948184EA77B0BEB4E2020AF
68,7,125,5,1504843921,40D12B012600B448014EB14C3A63A55C0A36CD80B61AB45A237AF9A7B1F151A87268
68,7,125,5,1504843989,40D12B012600B548010DD69146E01C7CC15302695EA277F1670F1AF1825124E12A3C
68,7,125,5,1504844057,40D12B012600B64801AB65EE189A23C03228309B3C4B910CA0C3E6C2A0083A437718
68,7,125,5,1504844261,40D12B012600B948011CBFC3B5E70122B4AD896A1FEB5947C10B076FE488DAB20061
68,7,125,5,1504844329,40D12B012600BA4801CE5BEF43093C6D7FC867BB091CA16174F0D4B4E4E63780EF9F
68,7,125,5,1504844397,40D12B012600BB4801FD9D71B1DD8E83E3905967C0E0BBC95CDCB8DA2323B6ACBF3E
68,7,125,5,1504844465,40D12B012600BC4801EA45C39359EC422164A8FCB4EF63563091EBB78A9142F32D97
68,7,125,5,1504844533,40D12B012600BD4801DD185180DE93EDE3DE783D9F00C865766BC53414EF058F9C67
68,7,125,5,1504844601,40D12B012600BE48015D24D1B72EF6B78FD58ACDCBC055486000E976808322A21256
68,7,125,5,1504844737,40D12B012600C04801006D38CB1790A8ED5B6A8F7D802E6579F7D932A39A1B41DFED
68,7,125,5,1504844805,40D12B012600C148019C7180FFE19306845674B6D4884F11BD259BD5B0037D14BC94
68,7,125,5,1504844873,40D12B012600C24801E2E5FF855C123C76812DCE4C32D12EA9F46BE8EFBD849E854E
68,7,125,5,1504844941,40D12B012600C34801D530D91304EA3237D653BE2D1E41CBE2B2189AAD196C767A48
68,7,125,5,1504845009,40D12B012600C44801C394FA60D016B3B38E16E7C214A3281DA46A0A1478579A10F6
68,7,125,5,1504845077,40D12B012600C54801E063F32BAED3D253FDB14B2A1B601145CD21BDCB9BA464CF9B
68,7,125,5,1504845145,40D12B012600C648017B8B78451EBF60F9BB8E62AEA1A2FCAC8D2C4E860E0CA26425
68,7,125,5,1504845213,40D12B012600C748011661B4F4F94C6C674B9B0CFC70CF4799E53F40665919853029
68,7,125,5,1504845281,40D12B012600C848015973798F167AC07F44486F34D1449795A13536A5ABB5876EC1
68,7,125,5,1504845349,40D12B012600C948010AFAED68DB6DA6849D91AEFCEC7D8466F61D02A468A1C05FAD
